survey_date,grts_cell_id,survey_type_id,location_name,species_code,avg_count,min_count,max_count,avg_count_dead,project_name,sample_design,organization_name,geometry,grts_geometry,sample_frame,start_time,end_time,colony_type,percent_bats_with_visible_fungus,counted_by,site_identifier,site_water_present,site_elevation,site_number_openings,site_number_passages,habitat_type,site_material,site_size,site_type,site_use,project_id,year,month,day,hour,species_id,event_id,event_geometry_id,grts_id,site_habitat_type_id,site_material_id,site_size_id,site_type_id,site_use_id,organization_id
"Wed Jun 14 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","71263","10","Benndale Road x Calf Branch","CORA","12.0000000000000000","12","12","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E61000004850FC18733D56C0E0B9F770C9F13E40","0103000020E61000000100000009000000DB4D101D5B3C56C0056ED9384BEA3E40E8D69543B43F56C0CD169E0D25EB3E4047A20EEF743F56C026BCF6F49FF63E40CF92A888353F56C0D5AFF3951A023F40524F9B71DB3B56C0075AD38D40013F40690C966C813856C074DBC7E664003F40FAC49DC3C13856C025966479EAF43E40DA918308023956C0452089C56FE93E40DB4D101D5B3C56C0056ED9384BEA3E40","Conus (Continental US) 10x10km Grid","Thu Jun 15 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Thu Jun 15 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Benndale Road x Calf Branch",,,,,,,,"bridge","hibernacula","474","2000","6","15","0","3","100477","318321","29010",,,,"12","1","66"
"Wed Jun 14 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","85897","10","Whatley Road 001","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E61000000DE02D90A04456C07A724D81CC0A3F40","0103000020E610000001000000090000005D3E9CB18F4256C045021EFFF2023F4037B554ECE94556C0A88A47C9C9033F40905B0B65AB4556C0988E3C57440F3F40C26017CC6C4556C043B7AC9FBE1A3F401D9832A0114256C0E4A2AEA2E7193F405DA72186B63E56C06BB94F060F193F40911A5C10F63E56C0873BF2F0940D3F40CF92A888353F56C0D5AFF3951A023F405D3E9CB18F4256C045021EFFF2023F40","Conus (Continental US) 10x10km Grid","Thu Jun 15 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Thu Jun 15 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""Austin Trousdale: David Beckett""}","Whatley Road 001",,,,,,,"small","culvert","summer roost","474","2000","6","15","0","3","100483","318318","29472",,,"1","5","6","66"
"Tue Jun 20 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","3460","10","FR 201 x W fork Camp Creek","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000C896E5EB324156C00D8B51D7DA973F40","0103000020E610000001000000090000004614BE16973F56C04B5981D69E8C3F40059D7100F74256C07F39F7D4768D3F404F8437A3B74256C0798AD938EE983F404BF5F733784256C0040C9D5B65A43F40B1BBE755173F56C09F64FD288DA33F406E0D078AB63B56C04DECB354B3A23F40CDEABDEDF63B56C04CE959663C973F40FAA22A3F373C56C08333C436C58B3F404614BE16973F56C04B5981D69E8C3F40","Conus (Continental US) 10x10km Grid","Wed Jun 21 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 21 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","FR 201 x W fork Camp Creek",,,,,,,,"bridge","summer roost","474","2000","6","21","0","3","100487","318326","32250",,,,"12","6","66"
"Tue Jun 20 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","98662","10","Boutwell Road x Gunstock Branch","CORA","10.0000000000000000","10","10","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E61000004FB16A10E63356C0B5E21B0A9F713F40","0103000020E61000000100000009000000E18C346A1E3356C0E483227C505B3F40DDF7F7237C3656C06556BC942E5C3F409A1264283B3656C085FC5098A6673F4098DB601AFA3556C0FCA814591E733F408496906D9B3256C0F5443D0B40723F40FA9459D33C2F56C0DC7EAD1C60713F4016D183D47E2F56C0C3DD6691E8653F405BA2FAC2C02F56C099C531C3705A3F40E18C346A1E3356C0E483227C505B3F40","Conus (Continental US) 10x10km Grid","Wed Jun 21 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 21 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Boutwell Road x Gunstock Branch",,,,,,,,"bridge","hibernacula","474","2000","6","21","0","3","100485","108748","31326",,,,"12","1","66"
"Tue Jun 20 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","98662","10","Boutwell Road x Sand Hill Creek","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000D32D3BC43F3156C0E5F21FD26F6F3F40","0103000020E61000000100000009000000E18C346A1E3356C0E483227C505B3F40DDF7F7237C3656C06556BC942E5C3F409A1264283B3656C085FC5098A6673F4098DB601AFA3556C0FCA814591E733F408496906D9B3256C0F5443D0B40723F40FA9459D33C2F56C0DC7EAD1C60713F4016D183D47E2F56C0C3DD6691E8653F405BA2FAC2C02F56C099C531C3705A3F40E18C346A1E3356C0E483227C505B3F40","Conus (Continental US) 10x10km Grid","Wed Jun 21 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 21 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Boutwell Road x Sand Hill Creek",,,,,,,,"bridge","summer roost","474","2000","6","21","0","3","100486","318350","31326",,,,"12","6","66"
"Tue Jun 20 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","100754","10","Township Road x Mill Creek","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E61000000919C8B3CB4256C076C6F7C5A59E3F40","0103000020E61000000100000009000000FBF122FC564656C0BEC61A324D8E3F408FC3AF09B74956C03A08E1ED218F3F40CAEFC6A0784956C047F54A85999A3F4000661D263A4956C04A8AB2DB10A63F4036521524D94556C002C687EC3BA53F404BF5F733784256C0040C9D5B65A43F404F8437A3B74256C0798AD938EE983F40059D7100F74256C07F39F7D4768D3F40FBF122FC564656C0BEC61A324D8E3F40","Conus (Continental US) 10x10km Grid","Wed Jun 21 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 21 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Township Road x Mill Creek",,,,,,,,"bridge","summer roost","474","2000","6","21","0","3","100491","318421","32249",,,,"12","6","66"
"Tue Jun 20 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","109115","10","FR 202 x East Tiger Creek","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000C1A8A44E403D56C0A8C64B3789813F40","0103000020E61000000100000009000000CC07148F164056C0E2D2D77DAF753F40B40CF484754356C0B35E5D4887763F40CEE8AD4B364356C0E7E1972FFF813F40059D7100F74256C07F39F7D4768D3F404614BE16973F56C04B5981D69E8C3F40FAA22A3F373C56C08333C436C58B3F4018FC547E773C56C0B5A294C54D803F40E4B744ABB73C56C004216D12D6743F40CC07148F164056C0E2D2D77DAF753F40","Conus (Continental US) 10x10km Grid","Wed Jun 21 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 21 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","FR 202 x East Tiger Creek",,,,,,,,"bridge","hibernacula","474","2000","6","21","0","3","100488","108749","31787",,,,"12","1","66"
"Tue Jun 27 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","11220","10","Leaf Road x Whiskey Creek","CORA","12.0000000000000000","12","12","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000D49CBCC8043756C077BE9F1A2FFD3E40","0103000020E61000000100000009000000481B1106A93556C0FE0CB8B392E83E40DA918308023956C0452089C56FE93E40FAC49DC3C13856C025966479EAF43E40690C966C813856C074DBC7E664003F40565EBA79273556C07422DCA087FF3E4001D52999CD3156C035311BBCA8FE3E40438FB4E00E3256C03AB810832EF33E40315EDA15503256C000277103B4E73E40481B1106A93556C0FE0CB8B392E83E40","Conus (Continental US) 10x10km Grid","Wed Jun 28 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 28 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Leaf Road x Whiskey Creek",,,,,,,,"bridge","hibernacula","474","2000","6","28","0","3","100507","108756","29011",,,,"12","1","66"
"Tue Jun 27 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","11220","10","Salem School Road x S of Whiskey Creek","CORA","6.0000000000000000","6","6","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000ED0F94DBF63456C0274BADF71BF13E40","0103000020E61000000100000009000000481B1106A93556C0FE0CB8B392E83E40DA918308023956C0452089C56FE93E40FAC49DC3C13856C025966479EAF43E40690C966C813856C074DBC7E664003F40565EBA79273556C07422DCA087FF3E4001D52999CD3156C035311BBCA8FE3E40438FB4E00E3256C03AB810832EF33E40315EDA15503256C000277103B4E73E40481B1106A93556C0FE0CB8B392E83E40","Conus (Continental US) 10x10km Grid","Wed Jun 28 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 28 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Salem School Road x S of Whiskey Creek",,,,,,,,"bridge","summer roost","474","2000","6","28","0","3","100508","318334","29011",,,,"12","6","66"
"Tue Jun 27 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","11220","10","Salem School Road x Tributary of Whiskey Creek","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000ED0F94DBF63456C0274BADF71BF13E40","0103000020E61000000100000009000000481B1106A93556C0FE0CB8B392E83E40DA918308023956C0452089C56FE93E40FAC49DC3C13856C025966479EAF43E40690C966C813856C074DBC7E664003F40565EBA79273556C07422DCA087FF3E4001D52999CD3156C035311BBCA8FE3E40438FB4E00E3256C03AB810832EF33E40315EDA15503256C000277103B4E73E40481B1106A93556C0FE0CB8B392E83E40","Conus (Continental US) 10x10km Grid","Wed Jun 28 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 28 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Salem School Road x Tributary of Whiskey Creek",,,,,,,,"bridge","hibernacula","474","2000","6","28","0","3","100509","318323","29011",,,,"12","1","66"
"Tue Jun 27 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","71263","10","Benndale Road x Calf Branch","CORA","20.0000000000000000","20","20","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E61000004850FC18733D56C0E0B9F770C9F13E40","0103000020E61000000100000009000000DB4D101D5B3C56C0056ED9384BEA3E40E8D69543B43F56C0CD169E0D25EB3E4047A20EEF743F56C026BCF6F49FF63E40CF92A888353F56C0D5AFF3951A023F40524F9B71DB3B56C0075AD38D40013F40690C966C813856C074DBC7E664003F40FAC49DC3C13856C025966479EAF43E40DA918308023956C0452089C56FE93E40DB4D101D5B3C56C0056ED9384BEA3E40","Conus (Continental US) 10x10km Grid","Wed Jun 28 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 28 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Benndale Road x Calf Branch",,,,,,,,"bridge","hibernacula","474","2000","6","28","0","3","100506","318321","29010",,,,"12","1","66"
"Tue Jun 27 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","85897","10","Whatley Road 001","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E61000000DE02D90A04456C07A724D81CC0A3F40","0103000020E610000001000000090000005D3E9CB18F4256C045021EFFF2023F4037B554ECE94556C0A88A47C9C9033F40905B0B65AB4556C0988E3C57440F3F40C26017CC6C4556C043B7AC9FBE1A3F401D9832A0114256C0E4A2AEA2E7193F405DA72186B63E56C06BB94F060F193F40911A5C10F63E56C0873BF2F0940D3F40CF92A888353F56C0D5AFF3951A023F405D3E9CB18F4256C045021EFFF2023F40","Conus (Continental US) 10x10km Grid","Wed Jun 28 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 28 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""Austin Trousdale: David Beckett""}","Whatley Road 001",,,,,,,"small","culvert","summer roost","474","2000","6","28","0","3","100510","318318","29472",,,"1","5","6","66"
"Sun Jul 02 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","3460","10","FR 201 x W fork Camp Creek","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000C896E5EB324156C00D8B51D7DA973F40","0103000020E610000001000000090000004614BE16973F56C04B5981D69E8C3F40059D7100F74256C07F39F7D4768D3F404F8437A3B74256C0798AD938EE983F404BF5F733784256C0040C9D5B65A43F40B1BBE755173F56C09F64FD288DA33F406E0D078AB63B56C04DECB354B3A23F40CDEABDEDF63B56C04CE959663C973F40FAA22A3F373C56C08333C436C58B3F404614BE16973F56C04B5981D69E8C3F40","Conus (Continental US) 10x10km Grid","Mon Jul 03 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jul 03 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","FR 201 x W fork Camp Creek",,,,,,,,"bridge","summer roost","474","2000","7","3","0","3","100523","318326","32250",,,,"12","6","66"
"Sun Jul 02 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","23940","10","Boutwell Rd x Byrd Branch","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000AC1E300F993956C0800C1D3BA8803F40","0103000020E610000001000000090000003547A8D9583956C0765B2806FB733F40E4B744ABB73C56C004216D12D6743F4018FC547E773C56C0B5A294C54D803F40FAA22A3F373C56C08333C436C58B3F400190D979D73856C0F5E9CAF5E98A3F40D81DEDC6773556C013B3A0130D8A3F40527DE6F9B83556C0E03E65D7957E3F4098DB601AFA3556C0FCA814591E733F403547A8D9583956C0765B2806FB733F40","Conus (Continental US) 10x10km Grid","Mon Jul 03 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jul 03 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Boutwell Rd x Byrd Branch",,,,,,,,"bridge","hibernacula","474","2000","7","3","0","3","100520","108747","31788",,,,"12","1","66"
"Sun Jul 02 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","98662","10","Boutwell Road x Gunstock Branch","CORA","10.0000000000000000","10","10","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E61000004FB16A10E63356C0B5E21B0A9F713F40","0103000020E61000000100000009000000E18C346A1E3356C0E483227C505B3F40DDF7F7237C3656C06556BC942E5C3F409A1264283B3656C085FC5098A6673F4098DB601AFA3556C0FCA814591E733F408496906D9B3256C0F5443D0B40723F40FA9459D33C2F56C0DC7EAD1C60713F4016D183D47E2F56C0C3DD6691E8653F405BA2FAC2C02F56C099C531C3705A3F40E18C346A1E3356C0E483227C505B3F40","Conus (Continental US) 10x10km Grid","Mon Jul 03 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jul 03 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Boutwell Road x Gunstock Branch",,,,,,,,"bridge","hibernacula","474","2000","7","3","0","3","100521","108748","31326",,,,"12","1","66"
"Sun Jul 02 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","98662","10","Boutwell Road x Sand Hill Creek","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000D32D3BC43F3156C0E5F21FD26F6F3F40","0103000020E61000000100000009000000E18C346A1E3356C0E483227C505B3F40DDF7F7237C3656C06556BC942E5C3F409A1264283B3656C085FC5098A6673F4098DB601AFA3556C0FCA814591E733F408496906D9B3256C0F5443D0B40723F40FA9459D33C2F56C0DC7EAD1C60713F4016D183D47E2F56C0C3DD6691E8653F405BA2FAC2C02F56C099C531C3705A3F40E18C346A1E3356C0E483227C505B3F40","Conus (Continental US) 10x10km Grid","Mon Jul 03 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jul 03 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Boutwell Road x Sand Hill Creek",,,,,,,,"bridge","summer roost","474","2000","7","3","0","3","100522","318350","31326",,,,"12","6","66"
"Sun Jul 02 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","100754","10","Township Road x Mill Creek","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E61000000919C8B3CB4256C076C6F7C5A59E3F40","0103000020E61000000100000009000000FBF122FC564656C0BEC61A324D8E3F408FC3AF09B74956C03A08E1ED218F3F40CAEFC6A0784956C047F54A85999A3F4000661D263A4956C04A8AB2DB10A63F4036521524D94556C002C687EC3BA53F404BF5F733784256C0040C9D5B65A43F404F8437A3B74256C0798AD938EE983F40059D7100F74256C07F39F7D4768D3F40FBF122FC564656C0BEC61A324D8E3F40","Conus (Continental US) 10x10km Grid","Mon Jul 03 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jul 03 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Township Road x Mill Creek",,,,,,,,"bridge","summer roost","474","2000","7","3","0","3","100529","318421","32249",,,,"12","6","66"
"Sun Jul 02 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","109115","10","FR 202 x East Tiger Creek","CORA","15.0000000000000000","15","15","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000C1A8A44E403D56C0A8C64B3789813F40","0103000020E61000000100000009000000CC07148F164056C0E2D2D77DAF753F40B40CF484754356C0B35E5D4887763F40CEE8AD4B364356C0E7E1972FFF813F40059D7100F74256C07F39F7D4768D3F404614BE16973F56C04B5981D69E8C3F40FAA22A3F373C56C08333C436C58B3F4018FC547E773C56C0B5A294C54D803F40E4B744ABB73C56C004216D12D6743F40CC07148F164056C0E2D2D77DAF753F40","Conus (Continental US) 10x10km Grid","Mon Jul 03 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jul 03 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","FR 202 x East Tiger Creek",,,,,,,,"bridge","hibernacula","474","2000","7","3","0","3","100524","108749","31787",,,,"12","1","66"
"Thu Jul 13 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","11220","10","Leaf Road x Whiskey Creek","CORA","2.0000000000000000","2","2","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000D49CBCC8043756C077BE9F1A2FFD3E40","0103000020E61000000100000009000000481B1106A93556C0FE0CB8B392E83E40DA918308023956C0452089C56FE93E40FAC49DC3C13856C025966479EAF43E40690C966C813856C074DBC7E664003F40565EBA79273556C07422DCA087FF3E4001D52999CD3156C035311BBCA8FE3E40438FB4E00E3256C03AB810832EF33E40315EDA15503256C000277103B4E73E40481B1106A93556C0FE0CB8B392E83E40","Conus (Continental US) 10x10km Grid","Fri Jul 14 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Fri Jul 14 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Leaf Road x Whiskey Creek",,,,,,,,"bridge","hibernacula","474","2000","7","14","0","3","100541","108756","29011",,,,"12","1","66"
"Thu Jul 13 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","71263","10","Benndale Road 001","CORA","10.0000000000000000","10","10","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E610000085EB51B81E3D56C0B1BFEC9E3CEC3E40","0103000020E61000000100000009000000DB4D101D5B3C56C0056ED9384BEA3E40E8D69543B43F56C0CD169E0D25EB3E4047A20EEF743F56C026BCF6F49FF63E40CF92A888353F56C0D5AFF3951A023F40524F9B71DB3B56C0075AD38D40013F40690C966C813856C074DBC7E664003F40FAC49DC3C13856C025966479EAF43E40DA918308023956C0452089C56FE93E40DB4D101D5B3C56C0056ED9384BEA3E40","Conus (Continental US) 10x10km Grid","Fri Jul 14 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Fri Jul 14 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Benndale Road 001",,,,,,,,"bridge","hibernacula","474","2000","7","14","0","3","100538","108744","29010",,,,"12","1","66"
"Thu Jul 13 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","71263","10","Benndale Road x Beaver Creek","CORA","13.0000000000000000","13","13","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E610000007EE409DF23D56C0B9C7D2872EF83E40","0103000020E61000000100000009000000DB4D101D5B3C56C0056ED9384BEA3E40E8D69543B43F56C0CD169E0D25EB3E4047A20EEF743F56C026BCF6F49FF63E40CF92A888353F56C0D5AFF3951A023F40524F9B71DB3B56C0075AD38D40013F40690C966C813856C074DBC7E664003F40FAC49DC3C13856C025966479EAF43E40DA918308023956C0452089C56FE93E40DB4D101D5B3C56C0056ED9384BEA3E40","Conus (Continental US) 10x10km Grid","Fri Jul 14 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Fri Jul 14 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Benndale Road x Beaver Creek",,,,,,,,"bridge","hibernacula","474","2000","7","14","0","3","100539","108745","29010",,,,"12","1","66"
"Thu Jul 13 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","71263","10","Benndale Road x Calf Branch","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E61000004850FC18733D56C0E0B9F770C9F13E40","0103000020E61000000100000009000000DB4D101D5B3C56C0056ED9384BEA3E40E8D69543B43F56C0CD169E0D25EB3E4047A20EEF743F56C026BCF6F49FF63E40CF92A888353F56C0D5AFF3951A023F40524F9B71DB3B56C0075AD38D40013F40690C966C813856C074DBC7E664003F40FAC49DC3C13856C025966479EAF43E40DA918308023956C0452089C56FE93E40DB4D101D5B3C56C0056ED9384BEA3E40","Conus (Continental US) 10x10km Grid","Fri Jul 14 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Fri Jul 14 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Benndale Road x Calf Branch",,,,,,,,"bridge","hibernacula","474","2000","7","14","0","3","100540","318321","29010",,,,"12","1","66"
"Thu Jul 13 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","85897","10","Whatley Road 001","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E61000000DE02D90A04456C07A724D81CC0A3F40","0103000020E610000001000000090000005D3E9CB18F4256C045021EFFF2023F4037B554ECE94556C0A88A47C9C9033F40905B0B65AB4556C0988E3C57440F3F40C26017CC6C4556C043B7AC9FBE1A3F401D9832A0114256C0E4A2AEA2E7193F405DA72186B63E56C06BB94F060F193F40911A5C10F63E56C0873BF2F0940D3F40CF92A888353F56C0D5AFF3951A023F405D3E9CB18F4256C045021EFFF2023F40","Conus (Continental US) 10x10km Grid","Fri Jul 14 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Fri Jul 14 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""Austin Trousdale: David Beckett""}","Whatley Road 001",,,,,,,"small","culvert","summer roost","474","2000","7","14","0","3","100542","318318","29472",,,"1","5","6","66"
"Wed Jul 19 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","77755","10","Strickland Road x NW Fork of Hollis Creek","CORA","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E610000077BCC96FD13456C036E7E099D0903F40","0103000020E610000001000000090000008E8A8726183256C088D950902E893F40D81DEDC6773556C013B3A0130D8A3F40BDDE6C81363556C03C0C250E84953F402BDD5D29F53456C0576350C7FAA03F403915DA94943156C016F34C0E1CA03F40A34C0F13342E56C0B8F2CCB33B9F3F401ED5565F762E56C037369530C5933F40BE0FCB98B82E56C0B1BCE66B4E883F408E8A8726183256C088D950902E893F40","Conus (Continental US) 10x10km Grid","Thu Jul 20 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Thu Jul 20 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Strickland Road x NW Fork of Hollis Creek",,,,,,,,"bridge","summer roost","474","2000","7","20","0","3","100559","318434","32252",,,,"12","6","66"
"Wed Jul 19 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","98662","10","Boutwell Road x Gunstock Branch","CORA","8.0000000000000000","8","8","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E61000004FB16A10E63356C0B5E21B0A9F713F40","0103000020E61000000100000009000000E18C346A1E3356C0E483227C505B3F40DDF7F7237C3656C06556BC942E5C3F409A1264283B3656C085FC5098A6673F4098DB601AFA3556C0FCA814591E733F408496906D9B3256C0F5443D0B40723F40FA9459D33C2F56C0DC7EAD1C60713F4016D183D47E2F56C0C3DD6691E8653F405BA2FAC2C02F56C099C531C3705A3F40E18C346A1E3356C0E483227C505B3F40","Conus (Continental US) 10x10km Grid","Thu Jul 20 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Thu Jul 20 2000 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""A. Trousdale: D. Beckett""}","Boutwell Road x Gunstock Branch",,,,,,,,"bridge","hibernacula","474","2000","7","20","0","3","100553","108748","31326",,,,"12","1","66"
